"object","property","value"
"AA.PRD.PRF.AGENT.COMMISSION>DEFAULT.ATTR.OPTION",,
"AA.PRD.PRF.AGENT.COMMISSION>DEFAULT.NEGOTIABLE",,
"AA.PRD.PRF.AGENT.COMMISSION>NR.ATTRIBUTE",,
"AA.PRD.PRF.AGENT.COMMISSION>NR.OPTIONS",,
"AA.PRD.PRF.AGENT.COMMISSION>NR.STD.COMP|EB.STANDARD.COMPARISON","type","strong"
"AA.PRD.PRF.AGENT.COMMISSION>NR.TYPE|EB.COMPARISON.TYPE","type","strong"
"AA.PRD.PRF.AGENT.COMMISSION>NR.VALUE",,
"AA.PRD.PRF.AGENT.COMMISSION>NR.MESSAGE",,
"AA.PRD.PRF.AGENT.COMMISSION>CHANGED.FIELDS",,
"AA.PRD.PRF.AGENT.COMMISSION>NEGOTIATED.FLDS",,
"AA.PRD.PRF.AGENT.COMMISSION>ID.COMP.1",,
"AA.PRD.PRF.AGENT.COMMISSION>ID.COMP.2",,
"AA.PRD.PRF.AGENT.COMMISSION>ID.COMP.3",,
"AA.PRD.PRF.AGENT.COMMISSION>ID.COMP.4",,
"AA.PRD.PRF.AGENT.COMMISSION>ID.COMP.5",,
"AA.PRD.PRF.AGENT.COMMISSION>ID.COMP.6",,
"AA.PRD.PRF.AGENT.COMMISSION>TARGET.PRODUCT",,
"AA.PRD.PRF.AGENT.COMMISSION>STMT.NOS",,
"AA.PRD.PRF.AGENT.COMMISSION>ONLINE.EVENT|AA.ACTIVITY","type","strong"
"AA.PRD.PRF.AGENT.COMMISSION>SCHEDULED.EVENT",,
"AA.PRD.PRF.AGENT.COMMISSION>SCHEDULE.CHARGE|AA.PROPERTY","type","strong"
"AA.PRD.PRF.AGENT.COMMISSION>LINKED.PROPERTY|AA.PROPERTY","type","strong"
"AA.PRD.PRF.AGENT.COMMISSION>SCHEDULE.FREQUENCY",,
"AA.PRD.PRF.AGENT.COMMISSION>LINK.TYPE",,
"AA.PRD.PRF.AGENT.COMMISSION>FULL.DESCRIPTION",,
"AA.PRD.PRF.AGENT.COMMISSION>OWNING.COMPANY|COMPANY","type","strong"
"AA.PRD.PRF.AGENT.COMMISSION>AGENT.ROLE",,
"AA.PRD.PRF.AGENT.COMMISSION>DRAWBACK.TYPE",,
"AA.PRD.PRF.AGENT.COMMISSION>DEFER.DAYS",,
"AA.PRD.PRF.AGENT.COMMISSION>COMMISSION.TYPE|AA.COMMISSION.TYPE","type","strong"
"AA.PRD.PRF.AGENT.COMMISSION>NR.ATTRIBUTE.RULE",,
"AA.PRD.PRF.AGENT.COMMISSION>NR.VALUE.SOURCE",,
"AA.PRD.PRF.AGENT.COMMISSION>BASE.DATE.TYPE",,
"AA.PRD.PRF.ALERTS>@ID",,
"AA.PRD.PRF.ALERTS>DESCRIPTION",,
"AA.PRD.PRF.ALERTS>EVENT|TEC.ITEMS","type","strong"
"AA.PRD.PRF.ALERTS>FIELD",,
"AA.PRD.PRF.ALERTS>OPERAND",,
"AA.PRD.PRF.ALERTS>VALUE",,
"AA.PRD.PRF.ALERTS>MV.RESERVED6",,
"AA.PRD.PRF.ALERTS>MV.RESERVED5",,
"AA.PRD.PRF.ALERTS>MV.RESERVED4",,
"AA.PRD.PRF.ALERTS>MV.RESERVED3",,
"AA.PRD.PRF.ALERTS>MV.RESERVED2",,
"AA.PRD.PRF.ALERTS>MV.RESERVED1",,
"AA.PRD.PRF.ALERTS>SUBSCRIBED",,
"AA.PRD.PRF.ALERTS>REQUEST.ID",,
"AA.PRD.PRF.ALERTS>PR.ATTRIBUTE|AA.PERIODIC.ATTRIBUTE","type","strong"
"AA.PRD.PRF.ALERTS>PR.VALUE",,
"AA.PRD.PRF.ALERTS>PR.BRK.RES",,
"AA.PRD.PRF.ALERTS>PR.BRK.MSG",,
"AA.PRD.PRF.ALERTS>PR.BRK.CHARGE|AA.PROPERTY","type","strong"
"AA.PRD.PRF.ALERTS>PR.RESERVED.3",,
"AA.PRD.PRF.ALERTS>PR.RESERVED.2",,
"AA.PRD.PRF.ALERTS>PR.RESERVED.1",,
"AA.PRD.PRF.ALERTS>PR.APP.METHOD",,
"AA.PRD.PRF.ALERTS>PR.APP.PERIOD",,
"AA.PRD.PRF.ALERTS>SYS.RESERVE7",,
"AA.PRD.PRF.ALERTS>SYS.RESERVE6",,
"AA.PRD.PRF.ALERTS>SYS.RESERVE4",,
"AA.PRD.PRF.ALERTS>SYS.RESERVE3",,
"AA.PRD.PRF.ALERTS>SYS.RESERVE2",,
"AA.PRD.PRF.ALERTS>SYS.RESERVE1",,
"AA.PRD.PRF.ALERTS>DEFAULT.ATTR.OPTION",,
"AA.PRD.PRF.ALERTS>DEFAULT.NEGOTIABLE",,
"AA.PRD.PRF.ALERTS>NR.ATTRIBUTE",,
"AA.PRD.PRF.ALERTS>NR.OPTIONS",,
"AA.PRD.PRF.ALERTS>NR.STD.COMP|EB.STANDARD.COMPARISON","type","strong"
"AA.PRD.PRF.ALERTS>NR.TYPE|EB.COMPARISON.TYPE","type","strong"
"AA.PRD.PRF.ALERTS>NR.VALUE",,
"AA.PRD.PRF.ALERTS>NR.MESSAGE",,
"AA.PRD.PRF.ALERTS>CHANGED.FIELDS",,
"AA.PRD.PRF.ALERTS>NEGOTIATED.FLDS",,
"AA.PRD.PRF.ALERTS>ID.COMP.1",,
"AA.PRD.PRF.ALERTS>ID.COMP.2",,
"AA.PRD.PRF.ALERTS>ID.COMP.3",,
"AA.PRD.PRF.ALERTS>ID.COMP.4",,
"AA.PRD.PRF.ALERTS>ID.COMP.5",,
"AA.PRD.PRF.ALERTS>ID.COMP.6",,
"AA.PRD.PRF.ALERTS>TARGET.PRODUCT",,
"AA.PRD.PRF.ALERTS>STMT.NOS",,
"AA.PRD.PRF.ALERTS>FULL.DESCRIPTION",,
"AA.PRD.PRF.ALERTS>OWNING.COMPANY|COMPANY","type","strong"
"AA.PRD.PRF.ALERTS>NR.ATTRIBUTE.RULE",,
"AA.PRD.PRF.ALERTS>NR.VALUE.SOURCE",,
"AA.PRD.PRF.AZ.ACCOUNTING>@ID",,
"AA.PRD.PRF.AZ.ACCOUNTING>DESCRIPTION",,
"AA.PRD.PRF.AZ.ACCOUNTING>DR.TXN.CODE|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>CR.TXN.CODE|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>MAX.BACK.DATE",,
"AA.PRD.PRF.AZ.ACCOUNTING>ACCT.SYNC",,
"AA.PRD.PRF.AZ.ACCOUNTING>INT.DR.CAP|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>INT.CR.CAP|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>CHARGE.DR.TXN|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>TAX.ON.CHG.TXN|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>TAX.ON.INT.TXN|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>INT.CORR.TXN|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>DRAWDOWN.TXN|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>LOAN.REPAY|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>LOAN.PRECLOSE|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>MATURITY.TXN|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>INT.ADJ.TXN|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>INT.SUS.TXN|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>ROLLOVER.CR|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>PRINCIPAL.TXN|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>OD.PRINCIPAL.TXN|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>OD.INTEREST.TXN|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>OD.CHARGE.TXN|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>DEPOSIT.CR|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>DEP.DR.PART|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>DEP.DR.PRE.CLOSURE|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>DEP.DR.MATURITY|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>BONUS.CR|TRANSACTION","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>INT.CORR.IMMED",,
"AA.PRD.PRF.AZ.ACCOUNTING>INT.CORR.RTN",,
"AA.PRD.PRF.AZ.ACCOUNTING>PR.ATTRIBUTE|AA.PERIODIC.ATTRIBUTE","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>PR.VALUE",,
"AA.PRD.PRF.AZ.ACCOUNTING>PR.BRK.RES",,
"AA.PRD.PRF.AZ.ACCOUNTING>DEFAULT.NEGOTIABLE",,
"AA.PRD.PRF.AZ.ACCOUNTING>NR.ATTRIBUTE",,
"AA.PRD.PRF.AZ.ACCOUNTING>NR.STD.COMP|EB.STANDARD.COMPARISON","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>NR.TYPE|EB.COMPARISON.TYPE","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>NR.VALUE",,
"AA.PRD.PRF.AZ.ACCOUNTING>NR.MESSAGE",,
"AA.PRD.PRF.AZ.ACCOUNTING>CHANGED.FIELDS",,
"AA.PRD.PRF.AZ.ACCOUNTING>NEGOTIATED.FLDS",,
"AA.PRD.PRF.AZ.ACCOUNTING>ID.COMP.1",,
"AA.PRD.PRF.AZ.ACCOUNTING>ID.COMP.2",,
"AA.PRD.PRF.AZ.ACCOUNTING>ID.COMP.3",,
"AA.PRD.PRF.AZ.ACCOUNTING>ID.COMP.4",,
"AA.PRD.PRF.AZ.ACCOUNTING>ID.COMP.5",,
"AA.PRD.PRF.AZ.ACCOUNTING>ID.COMP.6",,
"AA.PRD.PRF.AZ.ACCOUNTING>TARGET.PRODUCT",,
"AA.PRD.PRF.AZ.ACCOUNTING>STMT.NOS",,
"AA.PRD.PRF.AZ.ACCOUNTING>PR.BRK.MSG",,
"AA.PRD.PRF.AZ.ACCOUNTING>PR.BRK.CHARGE|AA.PROPERTY","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>SYS.RESERVE7",,
"AA.PRD.PRF.AZ.ACCOUNTING>SYS.RESERVE6",,
"AA.PRD.PRF.AZ.ACCOUNTING>SYS.RESERVE4",,
"AA.PRD.PRF.AZ.ACCOUNTING>SYS.RESERVE3",,
"AA.PRD.PRF.AZ.ACCOUNTING>SYS.RESERVE2",,
"AA.PRD.PRF.AZ.ACCOUNTING>SYS.RESERVE1",,
"AA.PRD.PRF.AZ.ACCOUNTING>NR.OPTIONS",,
"AA.PRD.PRF.AZ.ACCOUNTING>PR.RESERVED.3",,
"AA.PRD.PRF.AZ.ACCOUNTING>PR.RESERVED.2",,
"AA.PRD.PRF.AZ.ACCOUNTING>PR.RESERVED.1",,
"AA.PRD.PRF.AZ.ACCOUNTING>PR.APP.METHOD",,
"AA.PRD.PRF.AZ.ACCOUNTING>PR.APP.PERIOD",,
"AA.PRD.PRF.AZ.ACCOUNTING>DEFAULT.ATTR.OPTION",,
"AA.PRD.PRF.AZ.ACCOUNTING>FULL.DESCRIPTION",,
"AA.PRD.PRF.AZ.ACCOUNTING>OWNING.COMPANY|COMPANY","type","strong"
"AA.PRD.PRF.AZ.ACCOUNTING>NR.ATTRIBUTE.RULE",,
"AA.PRD.PRF.AZ.ACCOUNTING>NR.VALUE.SOURCE",,
"AA.PRD.PRF.AZ.CR.CARD>@ID",,
"AA.PRD.PRF.AZ.CR.CARD>DESCRIPTION",,
"AA.PRD.PRF.AZ.CR.CARD>MULTI",,
"AA.PRD.PRF.AZ.CR.CARD>CARD.TYPE|CARD.TYPE","type","strong"
"AA.PRD.PRF.AZ.CR.CARD>APPROPRIATE.TYPE",,
"AA.PRD.PRF.AZ.CR.CARD>REVOLVING.RATIO",,
"AA.PRD.PRF.AZ.CR.CARD>HIGHEST.RANGE",,
"AA.PRD.PRF.AZ.CR.CARD>AMT.PERCENT",,
"AA.PRD.PRF.AZ.CR.CARD>CC.PR.GRACE.PERIOD",,
"AA.PRD.PRF.AZ.CR.CARD>CREATE.PD.EOD",,
"AA.PRD.PRF.AZ.CR.CARD>PR.ATTRIBUTE|AA.PERIODIC.ATTRIBUTE","type","strong"
"AA.PRD.PRF.AZ.CR.CARD>PR.VALUE",,
"AA.PRD.PRF.AZ.CR.CARD>PR.BRK.RES",,
"AA.PRD.PRF.AZ.CR.CARD>DEFAULT.NEGOTIABLE",,
"AA.PRD.PRF.AZ.CR.CARD>NR.ATTRIBUTE",,
"AA.PRD.PRF.AZ.CR.CARD>NR.STD.COMP|EB.STANDARD.COMPARISON","type","strong"
"AA.PRD.PRF.AZ.CR.CARD>NR.TYPE|EB.COMPARISON.TYPE","type","strong"
"AA.PRD.PRF.AZ.CR.CARD>NR.VALUE",,
"AA.PRD.PRF.AZ.CR.CARD>NR.MESSAGE",,
"AA.PRD.PRF.AZ.CR.CARD>CHANGED.FIELDS",,
"AA.PRD.PRF.AZ.CR.CARD>NEGOTIATED.FLDS",,
"AA.PRD.PRF.AZ.CR.CARD>ID.COMP.1",,
"AA.PRD.PRF.AZ.CR.CARD>ID.COMP.2",,
"AA.PRD.PRF.AZ.CR.CARD>ID.COMP.3",,
"AA.PRD.PRF.AZ.CR.CARD>ID.COMP.4",,
"AA.PRD.PRF.AZ.CR.CARD>ID.COMP.5",,
"AA.PRD.PRF.AZ.CR.CARD>ID.COMP.6",,
"AA.PRD.PRF.AZ.CR.CARD>TARGET.PRODUCT",,
"AA.PRD.PRF.AZ.CR.CARD>STMT.NOS",,
"AA.PRD.PRF.AZ.CR.CARD>CC.AMT.RTN|EB.API","type","strong"
"AA.PRD.PRF.AZ.CR.CARD>PR.BRK.MSG",,
"AA.PRD.PRF.AZ.CR.CARD>PR.BRK.CHARGE|AA.PROPERTY","type","strong"
"AA.PRD.PRF.AZ.CR.CARD>SYS.RESERVE7",,
"AA.PRD.PRF.AZ.CR.CARD>SYS.RESERVE6",,
"AA.PRD.PRF.AZ.CR.CARD>SYS.RESERVE4",,
"AA.PRD.PRF.AZ.CR.CARD>SYS.RESERVE3",,
"AA.PRD.PRF.AZ.CR.CARD>SYS.RESERVE2",,
"AA.PRD.PRF.AZ.CR.CARD>SYS.RESERVE1",,
"AA.PRD.PRF.AZ.CR.CARD>NR.OPTIONS",,
"AA.PRD.PRF.AZ.CR.CARD>PD.LINK.MAIN.AZ",,
"AA.PRD.PRF.AZ.CR.CARD>PR.RESERVED.3",,
"AA.PRD.PRF.AZ.CR.CARD>PR.RESERVED.2",,
"AA.PRD.PRF.AZ.CR.CARD>PR.RESERVED.1",,
"AA.PRD.PRF.AZ.CR.CARD>PR.APP.METHOD",,
"AA.PRD.PRF.AZ.CR.CARD>PR.APP.PERIOD",,
"AA.PRD.PRF.AZ.CR.CARD>DEFAULT.ATTR.OPTION",,
"AA.PRD.PRF.AZ.CR.CARD>FULL.DESCRIPTION",,
"AA.PRD.PRF.AZ.CR.CARD>OWNING.COMPANY|COMPANY","type","strong"
"AA.PRD.PRF.AZ.CR.CARD>NR.ATTRIBUTE.RULE",,
"AA.PRD.PRF.AZ.CR.CARD>NR.VALUE.SOURCE",,
"AA.PRD.PRF.AZ.DEPOSIT>@ID",,
"AA.PRD.PRF.AZ.DEPOSIT>DESCRIPTION",,
"AA.PRD.PRF.AZ.DEPOSIT>MULTI",,
"AA.PRD.PRF.AZ.DEPOSIT>OD.CATEGORY|CATEGORY","type","strong"
"AA.PRD.PRF.AZ.DEPOSIT>PART.REDEMPTION",,
"AA.PRD.PRF.AZ.DEPOSIT>ROLL.MAT.WRK.DAY",,
"AA.PRD.PRF.AZ.DEPOSIT>PI.TABLE.TO.USE",,
"AA.PRD.PRF.AZ.DEPOSIT>EARLY.RED.MARGIN",,
"AA.PRD.PRF.AZ.DEPOSIT>PASSBOOK.ID|TELLER.PASSBOOK","type","strong"
"AA.PRD.PRF.AZ.DEPOSIT>CREATE.TD.FOR.INT",,
"AA.PRD.PRF.AZ.DEPOSIT>PAY.INT.AT.MAT",,
"AA.PRD.PRF.AZ.DEPOSIT>MATURITY.INSTR",,
"AA.PRD.PRF.AZ.DEPOSIT>ROLLOVER.ACCTNG",,
"AA.PRD.PRF.AZ.DEPOSIT>PR.ATTRIBUTE|AA.PERIODIC.ATTRIBUTE","type","strong"
"AA.PRD.PRF.AZ.DEPOSIT>PR.VALUE",,
"AA.PRD.PRF.AZ.DEPOSIT>PR.BRK.RES",,
"AA.PRD.PRF.AZ.DEPOSIT>DEFAULT.NEGOTIABLE",,
"AA.PRD.PRF.AZ.DEPOSIT>NR.ATTRIBUTE",,
"AA.PRD.PRF.AZ.DEPOSIT>NR.STD.COMP|EB.STANDARD.COMPARISON","type","strong"
"AA.PRD.PRF.AZ.DEPOSIT>NR.TYPE|EB.COMPARISON.TYPE","type","strong"
"AA.PRD.PRF.AZ.DEPOSIT>NR.VALUE",,
"AA.PRD.PRF.AZ.DEPOSIT>NR.MESSAGE",,
"AA.PRD.PRF.AZ.DEPOSIT>CHANGED.FIELDS",,
"AA.PRD.PRF.AZ.DEPOSIT>NEGOTIATED.FLDS",,
"AA.PRD.PRF.AZ.DEPOSIT>ID.COMP.1",,
"AA.PRD.PRF.AZ.DEPOSIT>ID.COMP.2",,
"AA.PRD.PRF.AZ.DEPOSIT>ID.COMP.3",,
"AA.PRD.PRF.AZ.DEPOSIT>ID.COMP.4",,
"AA.PRD.PRF.AZ.DEPOSIT>ID.COMP.5",,
"AA.PRD.PRF.AZ.DEPOSIT>ID.COMP.6",,
"AA.PRD.PRF.AZ.DEPOSIT>TARGET.PRODUCT",,
"AA.PRD.PRF.AZ.DEPOSIT>STMT.NOS",,
"AA.PRD.PRF.AZ.DEPOSIT>PRE.CLOSE.RTN",,
"AA.PRD.PRF.AZ.DEPOSIT>MIN.CREDIT.BAL",,
"AA.PRD.PRF.AZ.DEPOSIT>REPAYMENT.TYPE",,
"AA.PRD.PRF.AZ.DEPOSIT>SINGLE.LIMIT",,
"AA.PRD.PRF.AZ.DEPOSIT>PR.BRK.MSG",,
"AA.PRD.PRF.AZ.DEPOSIT>PR.BRK.CHARGE|AA.PROPERTY","type","strong"
"AA.PRD.PRF.AZ.DEPOSIT>SYS.RESERVE7",,
"AA.PRD.PRF.AZ.DEPOSIT>SYS.RESERVE6",,
"AA.PRD.PRF.AZ.DEPOSIT>SYS.RESERVE4",,
"AA.PRD.PRF.AZ.DEPOSIT>SYS.RESERVE3",,
"AA.PRD.PRF.AZ.DEPOSIT>SYS.RESERVE2",,
"AA.PRD.PRF.AZ.DEPOSIT>SYS.RESERVE1",,
"AA.PRD.PRF.AZ.DEPOSIT>NR.OPTIONS",,
"AA.PRD.PRF.AZ.DEPOSIT>PRE.CLOSURE.FEE",,
"AA.PRD.PRF.AZ.DEPOSIT>CR.INT.FQU",,
"AA.PRD.PRF.AZ.DEPOSIT>CR.INT.TYPE",,
"AA.PRD.PRF.AZ.DEPOSIT>CR.DEP.FQU",,
"AA.PRD.PRF.AZ.DEPOSIT>RESCHED.TYPE",,
"AA.PRD.PRF.AZ.DEPOSIT>RESCHED.NOTICE",,
"AA.PRD.PRF.AZ.DEPOSIT>PR.RESERVED.3",,
"AA.PRD.PRF.AZ.DEPOSIT>PR.RESERVED.2",,
"AA.PRD.PRF.AZ.DEPOSIT>PR.RESERVED.1",,
"AA.PRD.PRF.AZ.DEPOSIT>PR.APP.METHOD",,
"AA.PRD.PRF.AZ.DEPOSIT>PR.APP.PERIOD",,
"AA.PRD.PRF.AZ.DEPOSIT>DEFAULT.ATTR.OPTION",,
"AA.PRD.PRF.AZ.DEPOSIT>FULL.DESCRIPTION",,
"AA.PRD.PRF.AZ.DEPOSIT>OWNING.COMPANY|COMPANY","type","strong"
"AA.PRD.PRF.AZ.DEPOSIT>NR.ATTRIBUTE.RULE",,
"AA.PRD.PRF.AZ.DEPOSIT>NR.VALUE.SOURCE",,
"AA.PRD.PRF.AZ.LOAN>@ID",,
"AA.PRD.PRF.AZ.LOAN>DESCRIPTION",,
"AA.PRD.PRF.AZ.LOAN>DRAWDOWN.TYPE",,
"AA.PRD.PRF.AZ.LOAN>ROLL.MAT.WRK.DAY",,
"AA.PRD.PRF.AZ.LOAN>PD.LINK.TO.AZ",,
"AA.PRD.PRF.AZ.LOAN>IRA.PROCESS",,
"AA.PRD.PRF.AZ.LOAN>MATURITY.INSTR",,
"AA.PRD.PRF.AZ.LOAN>RECALC.CURR.AMT",,
"AA.PRD.PRF.AZ.LOAN>PR.ATTRIBUTE|AA.PERIODIC.ATTRIBUTE","type","strong"
"AA.PRD.PRF.AZ.LOAN>PR.VALUE",,
"AA.PRD.PRF.AZ.LOAN>PR.BRK.RES",,
"AA.PRD.PRF.AZ.LOAN>DEFAULT.NEGOTIABLE",,
"AA.PRD.PRF.AZ.LOAN>NR.ATTRIBUTE",,
"AA.PRD.PRF.AZ.LOAN>NR.STD.COMP|EB.STANDARD.COMPARISON","type","strong"
"AA.PRD.PRF.AZ.LOAN>NR.TYPE|EB.COMPARISON.TYPE","type","strong"
"AA.PRD.PRF.AZ.LOAN>NR.VALUE",,
"AA.PRD.PRF.AZ.LOAN>NR.MESSAGE",,
"AA.PRD.PRF.AZ.LOAN>CHANGED.FIELDS",,
"AA.PRD.PRF.AZ.LOAN>NEGOTIATED.FLDS",,
"AA.PRD.PRF.AZ.LOAN>ID.COMP.1",,
"AA.PRD.PRF.AZ.LOAN>ID.COMP.2",,
"AA.PRD.PRF.AZ.LOAN>ID.COMP.3",,
"AA.PRD.PRF.AZ.LOAN>ID.COMP.4",,
"AA.PRD.PRF.AZ.LOAN>ID.COMP.5",,
"AA.PRD.PRF.AZ.LOAN>ID.COMP.6",,
"AA.PRD.PRF.AZ.LOAN>TARGET.PRODUCT",,
"AA.PRD.PRF.AZ.LOAN>STMT.NOS",,
"AA.PRD.PRF.AZ.LOAN>INT.ONLY",,
"AA.PRD.PRF.AZ.LOAN>MAX.INSTL.INT.ONLY",,
"AA.PRD.PRF.AZ.LOAN>LOAN.INT.ADJUST",,
"AA.PRD.PRF.AZ.LOAN>REPAYMENT.TYPE",,
"AA.PRD.PRF.AZ.LOAN>SINGLE.LIMIT",,
"AA.PRD.PRF.AZ.LOAN>TERM.PRIORITY",,
"AA.PRD.PRF.AZ.LOAN>REDUCE.LIMIT",,
"AA.PRD.PRF.AZ.LOAN>GRACE.PERIOD",,
"AA.PRD.PRF.AZ.LOAN>PR.BRK.MSG",,
"AA.PRD.PRF.AZ.LOAN>PR.BRK.CHARGE|AA.PROPERTY","type","strong"
"AA.PRD.PRF.AZ.LOAN>SYS.RESERVE7",,
"AA.PRD.PRF.AZ.LOAN>SYS.RESERVE6",,
"AA.PRD.PRF.AZ.LOAN>SYS.RESERVE4",,
"AA.PRD.PRF.AZ.LOAN>SYS.RESERVE3",,
"AA.PRD.PRF.AZ.LOAN>SYS.RESERVE2",,
"AA.PRD.PRF.AZ.LOAN>SYS.RESERVE1",,
"AA.PRD.PRF.AZ.LOAN>NR.OPTIONS",,
"AA.PRD.PRF.AZ.LOAN>PRE.CLOSURE.FEE",,
"AA.PRD.PRF.AZ.LOAN>RESCHED.TYPE",,
"AA.PRD.PRF.AZ.LOAN>RESCHED.NOTICE",,
"AA.PRD.PRF.AZ.LOAN>PR.RESERVED.3",,
"AA.PRD.PRF.AZ.LOAN>PR.RESERVED.2",,
"AA.PRD.PRF.AZ.LOAN>PR.RESERVED.1",,
"AA.PRD.PRF.AZ.LOAN>PR.APP.METHOD",,
"AA.PRD.PRF.AZ.LOAN>PR.APP.PERIOD",,
"AA.PRD.PRF.AZ.LOAN>DEFAULT.ATTR.OPTION",,
"AA.PRD.PRF.AZ.LOAN>FULL.DESCRIPTION",,
"AA.PRD.PRF.AZ.LOAN>OWNING.COMPANY|COMPANY","type","strong"
"AA.PRD.PRF.AZ.LOAN>NR.ATTRIBUTE.RULE",,
"AA.PRD.PRF.AZ.LOAN>NR.VALUE.SOURCE",,
"AA.PRD.PRF.AZ.SAVINGS>@ID",,
"AA.PRD.PRF.AZ.SAVINGS>DESCRIPTION",,
"AA.PRD.PRF.AZ.SAVINGS>CREDIT.AMT.MULTI",,
"AA.PRD.PRF.AZ.SAVINGS>BONUS.PREMIUM",,
"AA.PRD.PRF.AZ.SAVINGS>LATE.PYMT.FEE",,
"AA.PRD.PRF.AZ.SAVINGS>LIAB.TO.PENALTY",,
"AA.PRD.PRF.AZ.SAVINGS>PENALTY.COLL.AT",,
"AA.PRD.PRF.AZ.SAVINGS>BONUS.ON",,
"AA.PRD.PRF.AZ.SAVINGS>BONUS.ON.ARREARS",,
"AA.PRD.PRF.AZ.SAVINGS>PR.ATTRIBUTE|AA.PERIODIC.ATTRIBUTE","type","strong"
"AA.PRD.PRF.AZ.SAVINGS>PR.VALUE",,
"AA.PRD.PRF.AZ.SAVINGS>PR.BRK.RES",,
"AA.PRD.PRF.AZ.SAVINGS>DEFAULT.NEGOTIABLE",,
"AA.PRD.PRF.AZ.SAVINGS>NR.ATTRIBUTE",,
"AA.PRD.PRF.AZ.SAVINGS>NR.STD.COMP|EB.STANDARD.COMPARISON","type","strong"
"AA.PRD.PRF.AZ.SAVINGS>NR.TYPE|EB.COMPARISON.TYPE","type","strong"
"AA.PRD.PRF.AZ.SAVINGS>NR.VALUE",,
"AA.PRD.PRF.AZ.SAVINGS>NR.MESSAGE",,
"AA.PRD.PRF.AZ.SAVINGS>CHANGED.FIELDS",,
"AA.PRD.PRF.AZ.SAVINGS>NEGOTIATED.FLDS",,
"AA.PRD.PRF.AZ.SAVINGS>ID.COMP.1",,
"AA.PRD.PRF.AZ.SAVINGS>ID.COMP.2",,
"AA.PRD.PRF.AZ.SAVINGS>ID.COMP.3",,
"AA.PRD.PRF.AZ.SAVINGS>ID.COMP.4",,
"AA.PRD.PRF.AZ.SAVINGS>ID.COMP.5",,
"AA.PRD.PRF.AZ.SAVINGS>ID.COMP.6",,
"AA.PRD.PRF.AZ.SAVINGS>TARGET.PRODUCT",,
"AA.PRD.PRF.AZ.SAVINGS>STMT.NOS",,
"AA.PRD.PRF.AZ.SAVINGS>PR.BRK.MSG",,
"AA.PRD.PRF.AZ.SAVINGS>PR.BRK.CHARGE|AA.PROPERTY","type","strong"
"AA.PRD.PRF.AZ.SAVINGS>SYS.RESERVE7",,
"AA.PRD.PRF.AZ.SAVINGS>SYS.RESERVE6",,
"AA.PRD.PRF.AZ.SAVINGS>SYS.RESERVE4",,
"AA.PRD.PRF.AZ.SAVINGS>SYS.RESERVE3",,
"AA.PRD.PRF.AZ.SAVINGS>SYS.RESERVE2",,
"AA.PRD.PRF.AZ.SAVINGS>SYS.RESERVE1",,
"AA.PRD.PRF.AZ.SAVINGS>NR.OPTIONS",,
"AA.PRD.PRF.AZ.SAVINGS>PR.RESERVED.3",,
"AA.PRD.PRF.AZ.SAVINGS>PR.RESERVED.2",,
"AA.PRD.PRF.AZ.SAVINGS>PR.RESERVED.1",,
"AA.PRD.PRF.AZ.SAVINGS>PR.APP.METHOD",,
"AA.PRD.PRF.AZ.SAVINGS>PR.APP.PERIOD",,
